owner,ip_or_cidr,ptr_record,asn,asn_description,country,network_name,network_cidr
strechoid_v4,52.180.144.137/32,,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,"52.145.0.0/16, 52.146.0.0/15, 52.148.0.0/14, 52.152.0.0/13, 52.160.0.0/11"
strechoid_v4,52.180.144.185/32,azpdcs85boo1.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,"52.145.0.0/16, 52.146.0.0/15, 52.148.0.0/14, 52.152.0.0/13, 52.160.0.0/11"
strechoid_v4,52.180.144.8/32,,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,"52.145.0.0/16, 52.146.0.0/15, 52.148.0.0/14, 52.152.0.0/13, 52.160.0.0/11"
strechoid_v4,52.180.145.152/32,,,,,,
strechoid_v4,52.180.145.88/32,azpdcgg9tuk5.stretchoid.com,,,,,
strechoid_v4,52.180.152.204/32,,,,,,
strechoid_v4,52.180.146.167/32,azpdcs7x4eqe.stretchoid.com,,,,,
strechoid_v4,52.180.146.145/32,azpdcs49xqyl.stretchoid.com,,,,,
strechoid_v4,52.180.153.141/32,,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,"52.145.0.0/16, 52.146.0.0/15, 52.148.0.0/14, 52.152.0.0/13, 52.160.0.0/11"
strechoid_v4,52.180.152.82/32,,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,"52.145.0.0/16, 52.146.0.0/15, 52.148.0.0/14, 52.152.0.0/13, 52.160.0.0/11"
strechoid_v4,52.180.155.151/32,,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,"52.145.0.0/16, 52.146.0.0/15, 52.148.0.0/14, 52.152.0.0/13, 52.160.0.0/11"
strechoid_v4,52.180.153.62/32,,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,"52.145.0.0/16, 52.146.0.0/15, 52.148.0.0/14, 52.152.0.0/13, 52.160.0.0/11"
strechoid_v4,52.180.159.17/32,,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,"52.145.0.0/16, 52.146.0.0/15, 52.148.0.0/14, 52.152.0.0/13, 52.160.0.0/11"
strechoid_v4,52.180.159.71/32,azpdcg4vew87.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,"52.145.0.0/16, 52.146.0.0/15, 52.148.0.0/14, 52.152.0.0/13, 52.160.0.0/11"
strechoid_v4,52.180.137.14/32,azpdcso46djs.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,"52.145.0.0/16, 52.146.0.0/15, 52.148.0.0/14, 52.152.0.0/13, 52.160.0.0/11"
strechoid_v4,52.180.137.77/32,azpdcsvrgim9.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,"52.145.0.0/16, 52.146.0.0/15, 52.148.0.0/14, 52.152.0.0/13, 52.160.0.0/11"
strechoid_v4,52.186.170.77/32,azpdespogdf5.stretchoid.com,,,,,
strechoid_v4,52.186.169.152/32,,,,,,
strechoid_v4,52.186.173.108/32,,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,"52.145.0.0/16, 52.146.0.0/15, 52.148.0.0/14, 52.152.0.0/13, 52.160.0.0/11"
strechoid_v4,52.180.145.98/32,azpdcgmpa9il.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,"52.145.0.0/16, 52.146.0.0/15, 52.148.0.0/14, 52.152.0.0/13, 52.160.0.0/11"
strechoid_v4,52.186.174.110/32,,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,"52.145.0.0/16, 52.146.0.0/15, 52.148.0.0/14, 52.152.0.0/13, 52.160.0.0/11"
strechoid_v4,52.186.178.175/32,azpdegpnk8kk.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,"52.145.0.0/16, 52.146.0.0/15, 52.148.0.0/14, 52.152.0.0/13, 52.160.0.0/11"
strechoid_v4,52.186.182.60/32,azpdes8sdqvb.stretchoid.com,,,,,
strechoid_v4,52.180.156.198/32,azpdcgq04go0.stretchoid.com,,,,,
strechoid_v4,52.180.158.248/32,azpdcgcxvdu9.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,"52.145.0.0/16, 52.146.0.0/15, 52.148.0.0/14, 52.152.0.0/13, 52.160.0.0/11"
strechoid_v4,52.186.182.85/32,azpdeshxq2mn.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,"52.145.0.0/16, 52.146.0.0/15, 52.148.0.0/14, 52.152.0.0/13, 52.160.0.0/11"
strechoid_v4,52.180.157.88/32,azpdcgmore9a.stretchoid.com,,,,,
strechoid_v4,52.188.185.84/32,azpdeso8pkgm.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,"52.145.0.0/16, 52.146.0.0/15, 52.148.0.0/14, 52.152.0.0/13, 52.160.0.0/11"
strechoid_v4,52.180.157.167/32,azpdcsm3wzmy.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,"52.145.0.0/16, 52.146.0.0/15, 52.148.0.0/14, 52.152.0.0/13, 52.160.0.0/11"
strechoid_v4,52.180.158.233/32,,,,,,
strechoid_v4,52.188.189.6/32,azpdesogmodw.stretchoid.com,,,,,
strechoid_v4,52.188.189.7/32,azpdes15jazr.stretchoid.com,,,,,
strechoid_v4,52.188.191.233/32,azpdegivhs63.stretchoid.com,,,,,
strechoid_v4,52.188.224.110/32,azpdegpskvsz.stretchoid.com,,,,,
strechoid_v4,52.188.224.35/32,,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,"52.145.0.0/16, 52.146.0.0/15, 52.148.0.0/14, 52.152.0.0/13, 52.160.0.0/11"
strechoid_v4,52.188.224.41/32,azpdeg9gs9kh.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,"52.145.0.0/16, 52.146.0.0/15, 52.148.0.0/14, 52.152.0.0/13, 52.160.0.0/11"
strechoid_v4,52.186.171.52/32,azpdesrz0wxn.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,"52.145.0.0/16, 52.146.0.0/15, 52.148.0.0/14, 52.152.0.0/13, 52.160.0.0/11"
strechoid_v4,52.188.224.196/32,,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,"52.145.0.0/16, 52.146.0.0/15, 52.148.0.0/14, 52.152.0.0/13, 52.160.0.0/11"
strechoid_v4,52.188.231.42/32,azpdeg7c2kc3.stretchoid.com,,,,,
strechoid_v4,52.186.182.35/32,azpdeghxr4e9.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,"52.145.0.0/16, 52.146.0.0/15, 52.148.0.0/14, 52.152.0.0/13, 52.160.0.0/11"
strechoid_v4,52.188.81.67/32,azpdesam8zgo.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,"52.145.0.0/16, 52.146.0.0/15, 52.148.0.0/14, 52.152.0.0/13, 52.160.0.0/11"
strechoid_v4,52.224.241.44/32,azpdegwykt5n.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,52.224.0.0/11
strechoid_v4,52.188.191.193/32,azpdegq5r6eo.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,"52.145.0.0/16, 52.146.0.0/15, 52.148.0.0/14, 52.152.0.0/13, 52.160.0.0/11"
strechoid_v4,52.188.185.85/32,azpdesqnkmpo.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,"52.145.0.0/16, 52.146.0.0/15, 52.148.0.0/14, 52.152.0.0/13, 52.160.0.0/11"
strechoid_v4,52.224.242.102/32,azpdesv22s6m.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,52.224.0.0/11
strechoid_v4,52.188.227.37/32,azpdesbd17ok.stretchoid.com,,,,,
strechoid_v4,52.188.228.29/32,,,,,,
strechoid_v4,52.248.40.89/32,azpdss7s0eie.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,52.224.0.0/11
strechoid_v4,52.188.229.153/32,,,,,,
strechoid_v4,52.188.231.113/32,azpdesuy6thm.stretchoid.com,,,,,
strechoid_v4,52.224.243.73/32,,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,52.224.0.0/11
strechoid_v4,52.248.43.121/32,azpdsswfs6u2.stretchoid.com,,,,,
strechoid_v4,52.248.40.17/32,azpdss9ik4uo.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,52.224.0.0/11
strechoid_v4,52.188.231.41/32,azpdeg7q44pp.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,"52.145.0.0/16, 52.146.0.0/15, 52.148.0.0/14, 52.152.0.0/13, 52.160.0.0/11"
strechoid_v4,52.248.43.226/32,azpdssb5ubwc.stretchoid.com,,,,,
strechoid_v4,57.151.100.77/32,,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",GB,GB-MICROSOFT,"57.150.0.0/15, 57.152.0.0/13, 57.160.0.0/12"
strechoid_v4,57.151.104.82/32,,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",GB,GB-MICROSOFT,"57.150.0.0/15, 57.152.0.0/13, 57.160.0.0/12"
strechoid_v4,57.151.105.130/32,azpdes0t2xox.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",GB,GB-MICROSOFT,"57.150.0.0/15, 57.152.0.0/13, 57.160.0.0/12"
strechoid_v4,52.249.219.104/32,azpdegk0h9b5.stretchoid.com,,,,,
strechoid_v4,52.249.216.144/32,,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,52.224.0.0/11
strechoid_v4,52.249.39.87/32,,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,52.224.0.0/11
strechoid_v4,57.151.105.154/32,azpdeguin2yg.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",GB,GB-MICROSOFT,"57.150.0.0/15, 57.152.0.0/13, 57.160.0.0/12"
strechoid_v4,52.249.221.45/32,azpdeszelcn5.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,52.224.0.0/11
strechoid_v4,52.188.224.62/32,,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,"52.145.0.0/16, 52.146.0.0/15, 52.148.0.0/14, 52.152.0.0/13, 52.160.0.0/11"
strechoid_v4,57.151.98.124/32,azpdesjbrani.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",GB,GB-MICROSOFT,"57.150.0.0/15, 57.152.0.0/13, 57.160.0.0/12"
strechoid_v4,57.151.98.114/32,azpdesx08mak.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",GB,GB-MICROSOFT,"57.150.0.0/15, 57.152.0.0/13, 57.160.0.0/12"
strechoid_v4,57.151.106.164/32,azpdes3bos5w.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",GB,GB-MICROSOFT,"57.150.0.0/15, 57.152.0.0/13, 57.160.0.0/12"
strechoid_v4,57.151.98.211/32,azpdeskc2utl.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",GB,GB-MICROSOFT,"57.150.0.0/15, 57.152.0.0/13, 57.160.0.0/12"
strechoid_v4,57.151.98.50/32,azpdegc9jbpz.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",GB,GB-MICROSOFT,"57.150.0.0/15, 57.152.0.0/13, 57.160.0.0/12"
strechoid_v4,57.151.99.200/32,,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",GB,GB-MICROSOFT,"57.150.0.0/15, 57.152.0.0/13, 57.160.0.0/12"
strechoid_v4,57.152.77.200/32,,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",GB,GB-MICROSOFT,"57.150.0.0/15, 57.152.0.0/13, 57.160.0.0/12"
strechoid_v4,57.152.77.204/32,,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",GB,GB-MICROSOFT,"57.150.0.0/15, 57.152.0.0/13, 57.160.0.0/12"
strechoid_v4,57.152.77.234/32,,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",GB,GB-MICROSOFT,"57.150.0.0/15, 57.152.0.0/13, 57.160.0.0/12"
strechoid_v4,52.249.38.140/32,,,,,,
strechoid_v4,57.152.78.119/32,,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",GB,GB-MICROSOFT,"57.150.0.0/15, 57.152.0.0/13, 57.160.0.0/12"
strechoid_v4,52.249.38.186/32,,,,,,
strechoid_v4,57.152.78.197/32,,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",GB,GB-MICROSOFT,"57.150.0.0/15, 57.152.0.0/13, 57.160.0.0/12"
strechoid_v4,57.151.97.194/32,azpdegjz8e93.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",GB,GB-MICROSOFT,"57.150.0.0/15, 57.152.0.0/13, 57.160.0.0/12"
strechoid_v4,74.235.107.35/32,azpdeg5syhpt.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,BLS-74-235-0-0-1003020949,74.235.0.0/17
strechoid_v4,74.235.100.0/32,azpdeg0k7mbl.stretchoid.com,,,,,
strechoid_v4,74.235.104.219/32,azpdesl1smt8.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,BLS-74-235-0-0-1003020949,74.235.0.0/17
strechoid_v4,74.235.100.142/32,azpdes2ithe8.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,BLS-74-235-0-0-1003020949,74.235.0.0/17
strechoid_v4,74.235.100.130/32,azpdesv9mqgc.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,BLS-74-235-0-0-1003020949,74.235.0.0/17
strechoid_v4,74.235.100.212/32,azpdes7yclie.stretchoid.com,,,,,
strechoid_v4,74.235.100.195/32,azpdes1i4sm7.stretchoid.com,,,,,
strechoid_v4,52.234.239.195/32,,,,,,
strechoid_v4,74.235.111.115/32,,,,,,
strechoid_v4,74.235.120.62/32,azpdesy0nkd2.stretchoid.com,,,,,
strechoid_v4,74.235.111.177/32,,,,,,
strechoid_v4,74.235.121.2/32,azpdegc6w6s0.stretchoid.com,,,,,
strechoid_v4,74.235.139.143/32,azpdegyy8qxg.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,BLS-74-235-128-0-1003020949,74.235.128.0/18
strechoid_v4,74.235.122.210/32,azpdesq2p3jd.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,BLS-74-235-0-0-1003020949,74.235.0.0/17
strechoid_v4,74.235.120.130/32,,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,BLS-74-235-0-0-1003020949,74.235.0.0/17
strechoid_v4,74.235.121.84/32,azpdes2u71dj.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,BLS-74-235-0-0-1003020949,74.235.0.0/17
strechoid_v4,74.235.121.114/32,,,,,,
strechoid_v4,52.249.217.171/32,,,,,,
strechoid_v4,74.235.140.14/32,azpdesdol1uj.stretchoid.com,,,,,
strechoid_v4,74.235.161.102/32,azpdegmsje81.stretchoid.com,,,,,
strechoid_v4,74.235.162.254/32,azpdeskin8ws.stretchoid.com,,,,,
strechoid_v4,74.235.164.80/32,,,,,,
strechoid_v4,74.235.184.174/32,azpdeghzgth5.stretchoid.com,,,,,
strechoid_v4,74.235.185.111/32,azpdegj202o3.stretchoid.com,,,,,
strechoid_v4,74.235.185.121/32,azpdegzi36ap.stretchoid.com,,,,,
strechoid_v4,74.235.184.48/32,,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,BLS-74-235-128-0-1003020949,74.235.128.0/18
strechoid_v4,74.235.189.190/32,,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,BLS-74-235-128-0-1003020949,74.235.128.0/18
strechoid_v4,74.235.189.59/32,,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,BLS-74-235-128-0-1003020949,74.235.128.0/18
strechoid_v4,74.235.190.119/32,,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,BLS-74-235-128-0-1003020949,74.235.128.0/18
strechoid_v4,74.235.185.122/32,azpdeshxf429.stretchoid.com,,,,,
strechoid_v4,74.235.191.3/32,,,,,,
strechoid_v4,74.235.191.245/32,,,,,,
strechoid_v4,74.235.203.125/32,azpdesegtb2t.stretchoid.com,,,,,
strechoid_v4,74.235.204.131/32,,,,,,
strechoid_v4,74.235.98.242/32,,,,,,
strechoid_v4,74.235.205.36/32,azpdegxcvcym.stretchoid.com,,,,,
strechoid_v4,74.235.205.135/32,,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,BLS-74-235-192-0-1003020949,74.235.192.0/18
strechoid_v4,74.249.128.108/32,azpdcgshpipk.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,74.248.0.0/15
strechoid_v4,74.235.98.8/32,,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,BLS-74-235-0-0-1003020949,74.235.0.0/17
strechoid_v4,74.235.138.101/32,,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,BLS-74-235-128-0-1003020949,74.235.128.0/18
strechoid_v4,74.249.128.154/32,azpdcsv5m251.stretchoid.com,,,,,
strechoid_v4,74.249.128.189/32,azpdcsn3b3pv.stretchoid.com,,,,,
strechoid_v4,74.249.128.217/32,azpdcgnzamvp.stretchoid.com,,,,,
strechoid_v4,74.249.128.248/32,azpdcs88zxbb.stretchoid.com,,,,,
strechoid_v4,74.249.129.4/32,azpdcsdts7z3.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,74.248.0.0/15
strechoid_v4,74.249.128.83/32,azpdcsn332nk.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,74.248.0.0/15
strechoid_v4,74.249.178.151/32,azpdcs3d1qmv.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,74.248.0.0/15
strechoid_v4,74.249.177.184/32,azpdcsypblgq.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,74.248.0.0/15
strechoid_v4,74.249.178.114/32,azpdcstttsvf.stretchoid.com,,,,,
strechoid_v4,74.249.177.87/32,azpdcg98t1t7.stretchoid.com,,,,,
strechoid_v4,74.249.178.154/32,azpdcsacx1em.stretchoid.com,,,,,
strechoid_v4,74.235.201.112/32,,,,,,
strechoid_v4,74.249.178.45/32,azpdcss00q4u.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,74.248.0.0/15
strechoid_v4,74.249.184.0/32,,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,74.248.0.0/15
strechoid_v4,74.249.184.13/32,azpdcs5qekrl.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,74.248.0.0/15
strechoid_v4,74.249.185.20/32,,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,74.248.0.0/15
strechoid_v4,74.235.97.21/32,,,,,,
strechoid_v4,9.234.1.8/32,,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",GB,UK-MICROSOFT-19881216,9.234.0.0/15
strechoid_v4,9.234.10.182/32,azpdcswz4pa4.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",GB,UK-MICROSOFT-19881216,9.234.0.0/15
strechoid_v4,9.234.10.190/32,azpdcstyd9ma.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",GB,UK-MICROSOFT-19881216,9.234.0.0/15
strechoid_v4,9.234.10.188/32,azpdcss70d42.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",GB,UK-MICROSOFT-19881216,9.234.0.0/15
strechoid_v4,9.234.17.131/32,,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",GB,UK-MICROSOFT-19881216,9.234.0.0/15
strechoid_v4,9.234.16.19/32,,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",GB,UK-MICROSOFT-19881216,9.234.0.0/15
strechoid_v4,74.249.129.23/32,azpdcsbq2pb3.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,74.248.0.0/15
strechoid_v4,9.234.18.235/32,,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",GB,UK-MICROSOFT-19881216,9.234.0.0/15
strechoid_v4,9.234.8.107/32,,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",GB,UK-MICROSOFT-19881216,9.234.0.0/15
strechoid_v4,9.234.8.52/32,azpdcgjpwmec.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",GB,UK-MICROSOFT-19881216,9.234.0.0/15
strechoid_v4,9.234.8.125/32,azpdcs7g8bzu.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",GB,UK-MICROSOFT-19881216,9.234.0.0/15
strechoid_v4,9.234.8.54/32,azpdcs3bpo8i.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",GB,UK-MICROSOFT-19881216,9.234.0.0/15
strechoid_v4,9.234.8.67/32,azpdcgcugzdr.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",GB,UK-MICROSOFT-19881216,9.234.0.0/15
strechoid_v4,9.234.8.93/32,,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",GB,UK-MICROSOFT-19881216,9.234.0.0/15
strechoid_v4,74.249.192.21/32,azpdcsxfeo6r.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,74.248.0.0/15
strechoid_v4,74.249.192.245/32,azpdcgnxviw2.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,74.248.0.0/15
strechoid_v4,74.249.177.110/32,azpdcgm6dyvj.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,74.248.0.0/15
strechoid_v4,74.249.178.165/32,azpdcsayymqt.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,74.248.0.0/15
strechoid_v4,74.249.178.25/32,azpdcsp0qeuh.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,74.248.0.0/15
strechoid_v4,74.249.192.232/32,azpdcg6r8yih.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,74.248.0.0/15
strechoid_v4,74.249.187.116/32,,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US,MSFT,74.248.0.0/15
bufferoverrun_v4,170.187.163.133/32,lima.scan.bufferover.run,63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",US,LINODE,170.187.128.0/17
bufferoverrun_v4,139.144.239.74/32,taipei.scan.bufferover.run,63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",US,LINODE,139.144.0.0/16
bufferoverrun_v4,170.187.165.139/32,baku.scan.bufferover.run,63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",US,LINODE,170.187.128.0/17
bufferoverrun_v4,139.144.235.132/32,cardiff.scan.bufferover.run,,,,,
bufferoverrun_v4,170.187.165.134/32,kingston.scan.bufferover.run,63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",US,LINODE,170.187.128.0/17
bufferoverrun_v4,170.187.163.117/32,cork.scan.bufferover.run,,,,,
bufferoverrun_v4,170.187.165.218/32,tehran.scan.bufferover.run,,,,,
bufferoverrun_v4,170.187.163.90/32,doha.scan.bufferover.run,,,,,
bufferoverrun_v4,162.216.18.113/32,bogota.scan.bufferover.run,,,,,
bufferoverrun_v4,139.144.239.72/32,seoul.scan.bufferover.run,,,,,
bufferoverrun_v4,170.187.165.219/32,shenzhen.scan.bufferover.run,,,,,
bufferoverrun_v4,170.187.165.242/32,dhaka.scan.bufferover.run,,,,,
bufferoverrun_v4,172.105.128.11/32,oslo.scan.bufferover.run,,,,,
bufferoverrun_v4,172.104.11.51/32,venice.scan.bufferover.run,,,,,
bufferoverrun_v4,172.104.11.34/32,edinburgh.scan.bufferover.run,,,,,
bufferoverrun_v4,172.104.19.160/32,carthage.scan.bufferover.run,,,,,
bufferoverrun_v4,172.104.11.46/32,athens.scan.bufferover.run,,,,,
bufferoverrun_v4,172.104.11.4/32,jersey.scan.bufferover.run,,,,,
bufferoverrun_v4,172.105.128.12/32,reykjavik.scan.bufferover.run,63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",US,LINODE,"172.104.0.0/16, 172.105.0.0/17, 172.105.128.0/20, 172.105.144.0/23, 172.105.146.0/24"
bufferoverrun_v4,172.105.128.13/32,prague.scan.bufferover.run,63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",US,LINODE,"172.104.0.0/16, 172.105.0.0/17, 172.105.128.0/20, 172.105.144.0/23, 172.105.146.0/24"
bufferoverrun_v4,192.155.90.118/32,dublin.scan.bufferover.run,63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",US,LINODE,192.155.80.0/20
bufferoverrun_v4,45.33.78.24/32,vancouver.scan.bufferover.run,63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",US,LINODE,45.33.0.0/17
bufferoverrun_v4,192.155.90.220/32,bern.scan.bufferover.run,,,,,
bufferoverrun_v4,45.33.78.70/32,sydney.scan.bufferover.run,,,,,
bufferoverrun_v4,45.33.80.243/32,minsk.scan.bufferover.run,,,,,
bufferoverrun_v4,45.33.83.115/32,kathmandu.scan.bufferover.run,,,,,
bufferoverrun_v4,45.33.84.124/32,tripoli.scan.bufferover.run,,,,,
bufferoverrun_v4,198.74.58.148/32,salta.scan.bufferover.run,,,,,
bufferoverrun_v4,45.33.89.53/32,thebes.scan.bufferover.run,,,,,
bufferoverrun_v4,45.33.95.64/32,mumbai.scan.bufferover.run,,,,,
bufferoverrun_v4,45.33.94.76/32,dvin.scan.bufferover.run,,,,,
bufferoverrun_v4,45.56.111.60/32,cairo.scan.bufferover.run,,,,,
bufferoverrun_v4,45.79.128.205/32,lisbon.scan.bufferover.run,63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",US,LINODE,45.79.0.0/16
bufferoverrun_v4,45.79.153.72/32,troy.scan.bufferover.run,63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",US,LINODE,45.79.0.0/16
bufferoverrun_v4,45.79.132.41/32,warsaw.scan.bufferover.run,63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",US,LINODE,45.79.0.0/16
bufferoverrun_v4,45.79.153.51/32,babylon.scan.bufferover.run,63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",US,LINODE,45.79.0.0/16
bufferoverrun_v4,45.79.177.245/32,karachi.scan.bufferover.run,,,,,
bufferoverrun_v4,45.79.172.21/32,riga.scan.bufferover.run,,,,,
